bodyPart,equipment,gifUrl,id,name,target
back,body weight,https://gymvisual.com/img/p/1/3/2/3/4/13234.gif,3292,elevator,upper back
back,stability ball,https://gymvisual.com/img/p/6/5/9/8/6598.gif,1332,exercise ball alternating arm ups,lats
back,stability ball,https://gymvisual.com/img/p/6/5/9/9/6599.gif,1333,exercise ball back extension with arms extended,spine
back,stability ball,https://gymvisual.com/img/p/1/2/6/1/5/12615.gif,1334,exercise ball back extension with hands behind head,spine
back,stability ball,https://gymvisual.com/img/p/6/6/0/1/6601.gif,1335,exercise ball back extension with knees off ground,spine
back,stability ball,https://gymvisual.com/img/p/6/6/0/2/6602.gif,1336,exercise ball back extension with rotation,spine
upper arms,stability ball,https://gymvisual.com/img/p/7/5/4/8/7548.gif,1744,exercise ball dip,triceps
upper legs,stability ball,https://gymvisual.com/img/p/7/0/2/7/7027.gif,1559,exercise ball hip flexor stretch,glutes
back,stability ball,https://gymvisual.com/img/p/6/6/0/3/6603.gif,1338,exercise ball hug,spine
back,stability ball,https://gymvisual.com/img/p/6/6/0/4/6604.gif,1339,exercise ball lat stretch,lats
back,stability ball,https://gymvisual.com/img/p/6/6/0/5/6605.gif,1341,exercise ball lower back stretch (pyramid),lats
back,stability ball,https://gymvisual.com/img/p/6/6/0/6/6606.gif,1342,exercise ball lying side lat stretch,lats
lower legs,dumbbell,https://gymvisual.com/img/p/1/3/0/0/2/13002.gif,1382,exercise ball on the wall calf raise,calves
lower legs,dumbbell,https://gymvisual.com/img/p/1/3/0/0/3/13003.gif,3241,exercise ball on the wall calf raise (tennis ball between ankles),calves
lower legs,dumbbell,https://gymvisual.com/img/p/1/3/0/0/2/13002.gif,3240,exercise ball on the wall calf raise (tennis ball between knees),calves
upper legs,stability ball,https://gymvisual.com/img/p/6/6/7/7/6677.gif,1416,exercise ball one leg prone lower body rotation,glutes
upper legs,stability ball,https://gymvisual.com/img/p/1/2/6/1/9/12619.gif,1417,exercise ball one legged diagonal kick hamstring curl,glutes
chest,stability ball,http://d205bpvrqc9yn1.cloudfront.net/1296.gif,1296,exercise ball pike push up,pectorals
back,stability ball,https://gymvisual.com/img/p/6/6/0/7/6607.gif,1343,exercise ball prone leg raise,spine
upper legs,stability ball,https://gymvisual.com/img/p/7/0/2/8/7028.gif,1560,exercise ball seated hamstring stretch,hamstrings
upper arms,stability ball,https://gymvisual.com/img/p/7/5/4/9/7549.gif,1745,exercise ball seated triceps stretch,triceps
upper arms,dumbbell,https://gymvisual.com/img/p/7/5/5/0/7550.gif,1746,exercise ball supine triceps extension,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/7/5/5/1/7551.gif,1747,ez bar french press on exercise ball,triceps
back,ez barbell,http://d205bpvrqc9yn1.cloudfront.net/3010.gif,3010,ez bar lying bent arms pullover,lats
upper arms,ez barbell,https://gymvisual.com/img/p/7/5/5/2/7552.gif,1748,ez bar lying close grip triceps extension behind head,triceps
back,ez barbell,https://gymvisual.com/img/p/6/6/0/8/6608.gif,1344,ez bar reverse grip bent over row,upper back
upper arms,ez barbell,https://gymvisual.com/img/p/7/2/9/5/7295.gif,1682,ez bar seated close grip concentration curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/7/5/5/3/7553.gif,1749,ez bar standing french press,triceps
shoulders,ez barbell,https://gymvisual.com/img/p/1/8/3/1/1/18311.gif,445,ez barbell anti gravity press,delts
upper arms,ez barbell,https://gymvisual.com/img/p/1/2/2/3/3/12233.gif,1627,ez barbell close grip preacher curl,biceps
upper arms,ez barbell,http://d205bpvrqc9yn1.cloudfront.net/0446.gif,446,ez barbell close-grip curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/8/9/3/0/8930.gif,447,ez barbell curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/1/4/8/2/7/14827.gif,448,ez barbell decline close grip face press,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/8/8/0/4/8804.gif,2186,ez barbell decline triceps extension,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/5/1/9/0/5190.gif,449,ez barbell incline triceps extension,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/5/1/9/1/5191.gif,450,ez barbell jm bench press,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/1/1/6/5/8/11658.gif,451,ez barbell reverse grip curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/2/4/9/8/0/24980.gif,452,ez barbell reverse grip preacher curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/6/6/9/3/6693.gif,1458,ez barbell seated curls,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/2/5/0/2/2/25022.gif,453,ez barbell seated triceps extension,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/7/2/4/2/7242.gif,454,ez barbell spider curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/7/2/4/2/7242.gif,1628,ez barbell spider curl,biceps
upper arms,ez barbell,https://gymvisual.com/img/p/1/0/4/7/1/10471.gif,2404,ez-bar biceps curl (with arm blaster),biceps
upper arms,ez barbell,http://d205bpvrqc9yn1.cloudfront.net/2432.gif,2432,ez-bar close-grip bench press,triceps
upper arms,ez barbell,https://gymvisual.com/img/p/1/1/6/0/0/11600.gif,2741,ez-barbell standing wide grip biceps curl,biceps
upper legs,dumbbell,https://gymvisual.com/img/p/1/9/1/6/4/19164.gif,2133,farmers walk,quads
lower arms,barbell,https://gymvisual.com/img/p/1/4/9/1/9/14919.gif,455,finger curls,forearms
waist,body weight,https://gymvisual.com/img/p/2/1/9/4/0/21940.gif,3303,flag,abs
waist,body weight,https://gymvisual.com/img/p/5/1/9/7/5197.gif,456,flexion leg sit up (bent knee),abs
waist,body weight,https://gymvisual.com/img/p/5/1/9/8/5198.gif,457,flexion leg sit up (straight arm),abs
chest,barbell,https://gymvisual.com/img/p/5/1/9/9/5199.gif,458,floor fly (with barbell),pectorals
upper legs,body weight,https://gymvisual.com/img/p/2/2/9/1/7/22917.gif,459,flutter kicks,glutes
upper legs,body weight,https://gymvisual.com/img/p/6/7/0/7/6707.gif,1472,forward jump,quads
upper legs,body weight,https://gymvisual.com/img/p/3/2/6/3/1/32631.gif,3470,forward lunge (male),glutes
upper legs,barbell,https://gymvisual.com/img/p/1/3/0/9/4/13094.gif,3194,frankenstein squat,glutes
waist,body weight,https://gymvisual.com/img/p/2/7/1/5/3/27153.gif,2429,frog crunch,abs
waist,body weight,https://gymvisual.com/img/p/1/3/1/5/0/13150.gif,3301,frog planche,abs
waist,body weight,https://gymvisual.com/img/p/1/3/2/3/5/13235.gif,3296,front lever,abs
back,body weight,https://gymvisual.com/img/p/1/3/2/3/5/13235.gif,3295,front lever reps,upper back
waist,body weight,https://gymvisual.com/img/p/5/2/0/4/5204.gif,464,front plank with twist,abs
waist,body weight,https://gymvisual.com/img/p/1/3/2/0/3/13203.gif,3315,full maltese,abs
waist,body weight,https://gymvisual.com/img/p/1/3/2/7/0/13270.gif,3299,full planche,abs
chest,body weight,https://gymvisual.com/img/p/1/3/2/7/0/13270.gif,3327,full planche push-up,pectorals
back,body weight,https://gymvisual.com/img/p/5/2/0/5/5205.gif,466,gironda sternum chin,lats
upper legs,body weight,https://gymvisual.com/img/p/1/4/1/5/7/14157.gif,3561,glute bridge march,glutes
upper legs,body weight,https://gymvisual.com/img/p/1/4/1/1/9/14119.gif,3523,glute bridge two legs on bench (male),glutes
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3193.gif,3193,glute-ham raise,hamstrings
waist,body weight,https://gymvisual.com/img/p/1/1/7/5/2/11752.gif,467,gorilla chin,abs
waist,body weight,https://gymvisual.com/img/p/1/4/9/3/2/14932.gif,469,groin crunch,abs
lower legs,sled machine,https://gymvisual.com/img/p/6/6/4/6/6646.gif,1383,hack calf raise,calves
lower legs,sled machine,https://gymvisual.com/img/p/6/6/4/7/6647.gif,1384,hack one leg calf raise,calves
cardio,body weight,https://gymvisual.com/img/p/1/2/9/6/4/12964.gif,3221,half knee bends (male),cardiovascular system
waist,body weight,https://gymvisual.com/img/p/1/2/9/2/6/12926.gif,3202,half sit-up (male),abs
upper legs,body weight,https://gymvisual.com/img/p/3/3/1/4/2/33142.gif,1511,hamstring stretch,hamstrings
chest,upper body ergometer,https://gymvisual.com/img/p/8/7/6/0/8760.gif,2139,hands bike,pectorals
upper legs,body weight,https://gymvisual.com/img/p/1/2/9/4/2/12942.gif,3218,hands clasped circular toe touch (male),glutes
upper legs,body weight,https://gymvisual.com/img/p/1/2/9/3/9/12939.gif,3215,hands reversed clasped circular toe touch (male),glutes
upper arms,body weight,https://gymvisual.com/img/p/2/9/3/0/7/29307.gif,3302,handstand,triceps
upper arms,body weight,https://gymvisual.com/img/p/2/4/3/4/2/24342.gif,471,handstand push-up,triceps
waist,body weight,https://gymvisual.com/img/p/1/0/7/2/4/10724.gif,1764,hanging leg hip raise,abs
waist,body weight,https://gymvisual.com/img/p/1/4/8/2/9/14829.gif,472,hanging leg raise,abs
waist,body weight,https://gymvisual.com/img/p/1/4/9/3/3/14933.gif,1761,hanging oblique knee raise,abs
waist,body weight,https://gymvisual.com/img/p/1/1/7/5/3/11753.gif,473,hanging pike,abs
waist,body weight,https://gymvisual.com/img/p/1/8/3/1/2/18312.gif,474,hanging straight leg hip raise,abs
waist,body weight,https://gymvisual.com/img/p/1/0/7/0/3/10703.gif,475,hanging straight leg raise,abs
waist,body weight,https://gymvisual.com/img/p/1/1/7/9/2/11792.gif,476,hanging straight twisting leg hip raise,abs
cardio,body weight,https://gymvisual.com/img/p/1/4/7/3/5/14735.gif,3636,high knee against wall,cardiovascular system
waist,body weight,https://gymvisual.com/img/p/1/1/7/5/4/11754.gif,484,hip raise (bent knee),abs
upper legs,body weight,https://gymvisual.com/img/p/6/6/7/9/6679.gif,1418,hug keens to chest,glutes
chest,dumbbell,https://gymvisual.com/img/p/1/6/8/4/9/16849.gif,3234,hyght dumbbell fly,pectorals
back,body weight,https://gymvisual.com/img/p/3/3/8/8/5/33885.gif,489,hyperextension,spine
back,body weight,https://gymvisual.com/img/p/5/2/2/7/5227.gif,488,hyperextension (on bench),spine
upper arms,body weight,https://gymvisual.com/img/p/1/3/1/3/8/13138.gif,3289,impossible dips,triceps
waist,body weight,https://gymvisual.com/img/p/1/5/1/4/8/15148.gif,1471,inchworm,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/3698.gif,3698,inchworm v. 2,abs
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0490.gif,490,incline close-grip push-up,triceps
waist,body weight,https://gymvisual.com/img/p/1/1/7/9/3/11793.gif,491,incline leg hip raise (leg straight),abs
chest,body weight,https://gymvisual.com/img/p/5/2/3/1/5231.gif,492,incline push up depth jump,pectorals
chest,body weight,https://gymvisual.com/img/p/2/9/0/2/1/29021.gif,493,incline push-up,pectorals
chest,body weight,https://gymvisual.com/img/p/1/6/7/7/9/16779.gif,3785,incline push-up (on box),pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0494.gif,494,incline reverse grip push-up,pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/3011.gif,3011,incline scapula push up,serratus anterior
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0495.gif,495,incline twisting sit-up,abs
upper legs,rope,https://gymvisual.com/img/p/2/1/5/5/8/21558.gif,1564,intermediate hip flexor and quad stretch,quads
upper legs,body weight,https://gymvisual.com/img/p/5/2/3/5/5235.gif,496,inverse leg curl (bench support),hamstrings
upper legs,body weight,https://gymvisual.com/img/p/1/0/4/4/9/10449.gif,2400,inverse leg curl (on pull-up cable machine),hamstrings
back,body weight,https://gymvisual.com/img/p/3/2/8/3/9/32839.gif,499,inverted row,upper back
back,body weight,https://gymvisual.com/img/p/9/7/9/6/9796.gif,2300,inverted row bent knees,upper back
back,body weight,https://gymvisual.com/img/p/9/7/9/4/9794.gif,2298,inverted row on bench,upper back
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0497.gif,497,inverted row v. 2,upper back
back,body weight,https://gymvisual.com/img/p/1/8/4/4/7/18447.gif,498,inverted row with straps,upper back
upper legs,body weight,https://gymvisual.com/img/p/1/3/1/2/8/13128.gif,1419,iron cross stretch,glutes
chest,body weight,https://gymvisual.com/img/p/6/5/6/4/6564.gif,1297,isometric chest squeeze,pectorals
chest,body weight,https://gymvisual.com/img/p/5/2/3/9/5239.gif,500,isometric wipers,pectorals
cardio,body weight,https://gymvisual.com/img/p/3/3/1/3/6/33136.gif,501,jack burpee,cardiovascular system
cardio,body weight,https://gymvisual.com/img/p/1/2/9/4/8/12948.gif,3224,jack jump (male),cardiovascular system
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0507.gif,507,jackknife sit-up,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0508.gif,508,janda sit-up,abs
cardio,rope,https://gymvisual.com/img/p/2/2/9/8/7/22987.gif,2612,jump rope,cardiovascular system
upper legs,body weight,https://gymvisual.com/img/p/2/6/2/3/7/26237.gif,514,jump squat,glutes
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0513.gif,513,jump squat v. 2,glutes
waist,kettlebell,https://gymvisual.com/img/p/5/2/5/5/5255.gif,517,kettlebell advanced windmill,abs
lower arms,kettlebell,https://gymvisual.com/img/p/5/2/5/6/5256.gif,518,kettlebell alternating hang clean,forearms
shoulders,kettlebell,https://gymvisual.com/img/p/1/0/7/0/5/10705.gif,520,kettlebell alternating press,delts
chest,kettlebell,https://gymvisual.com/img/p/1/0/7/0/5/10705.gif,519,kettlebell alternating press on floor,pectorals
back,kettlebell,https://gymvisual.com/img/p/1/0/7/0/6/10706.gif,521,kettlebell alternating renegade row,upper back
back,kettlebell,https://gymvisual.com/img/p/5/2/6/0/5260.gif,522,kettlebell alternating row,upper back
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/6/1/5261.gif,523,kettlebell arnold press,delts
waist,kettlebell,https://gymvisual.com/img/p/1/1/7/5/5/11755.gif,524,kettlebell bent press,abs
upper arms,kettlebell,https://gymvisual.com/img/p/5/2/6/3/5263.gif,525,kettlebell bottoms up clean from the hang position,biceps
upper arms,kettlebell,https://gymvisual.com/img/p/5/2/6/4/5264.gif,526,kettlebell double alternating hang clean,biceps
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/6/5/5265.gif,527,kettlebell double jerk,delts
shoulders,kettlebell,https://gymvisual.com/img/p/1/0/7/0/7/10707.gif,528,kettlebell double push press,delts
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/6/7/5267.gif,529,kettlebell double snatch,delts
waist,kettlebell,https://gymvisual.com/img/p/1/9/1/5/6/19156.gif,530,kettlebell double windmill,abs
chest,kettlebell,https://gymvisual.com/img/p/5/2/6/9/5269.gif,531,kettlebell extended range one arm press on floor,pectorals
waist,kettlebell,https://gymvisual.com/img/p/1/0/7/0/8/10708.gif,532,kettlebell figure 8,abs
upper legs,kettlebell,https://gymvisual.com/img/p/1/1/7/4/0/11740.gif,533,kettlebell front squat,glutes
upper legs,kettlebell,https://gymvisual.com/img/p/1/6/8/0/4/16804.gif,534,kettlebell goblet squat,glutes
upper legs,kettlebell,https://gymvisual.com/img/p/2/3/5/3/9/23539.gif,535,kettlebell hang clean,hamstrings
upper legs,kettlebell,https://gymvisual.com/img/p/1/0/7/0/9/10709.gif,536,kettlebell lunge pass through,glutes
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/7/5/5275.gif,537,kettlebell one arm clean and jerk,delts
chest,kettlebell,https://gymvisual.com/img/p/6/5/6/5/6565.gif,1298,kettlebell one arm floor press,pectorals
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/7/6/5276.gif,538,kettlebell one arm jerk,delts
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/7/7/5277.gif,539,kettlebell one arm military press to the side,delts
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/7/8/5278.gif,540,kettlebell one arm push press,delts
back,kettlebell,https://gymvisual.com/img/p/5/2/7/9/5279.gif,541,kettlebell one arm row,upper back
shoulders,kettlebell,https://gymvisual.com/img/p/2/8/4/3/4/28434.gif,542,kettlebell one arm snatch,delts
shoulders,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0543.gif,543,kettlebell pirate supper legs,delts
upper legs,kettlebell,https://gymvisual.com/img/p/5/2/8/2/5282.gif,544,kettlebell pistol squat,glutes
chest,kettlebell,http://d205bpvrqc9yn1.cloudfront.net/0545.gif,545,kettlebell plyo push-up,pectorals
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/8/4/5284.gif,546,kettlebell seated press,delts
shoulders,kettlebell,https://gymvisual.com/img/p/6/3/4/2/6342.gif,1438,kettlebell seated two arm military press,delts
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/8/5/5285.gif,547,kettlebell seesaw press,delts
back,kettlebell,https://gymvisual.com/img/p/5/2/8/6/5286.gif,548,kettlebell sumo high pull,traps
upper legs,kettlebell,https://gymvisual.com/img/p/3/3/3/7/1/33371.gif,549,kettlebell swing,glutes
shoulders,kettlebell,https://gymvisual.com/img/p/1/9/1/5/3/19153.gif,550,kettlebell thruster,delts
upper legs,kettlebell,https://gymvisual.com/img/p/1/3/6/9/0/13690.gif,551,kettlebell turkish get up (squat style),glutes
shoulders,kettlebell,https://gymvisual.com/img/p/2/8/4/1/4/28414.gif,552,kettlebell two arm clean,delts
shoulders,kettlebell,https://gymvisual.com/img/p/5/2/9/1/5291.gif,553,kettlebell two arm military press,delts
back,kettlebell,https://gymvisual.com/img/p/6/6/0/9/6609.gif,1345,kettlebell two arm row,upper back
waist,kettlebell,https://gymvisual.com/img/p/1/9/1/5/5/19155.gif,554,kettlebell windmill,abs
upper legs,body weight,https://gymvisual.com/img/p/5/2/9/3/5293.gif,555,kick out sit,hamstrings
back,body weight,https://gymvisual.com/img/p/5/2/9/6/5296.gif,558,kipping muscle up,lats
waist,body weight,https://gymvisual.com/img/p/2/1/5/5/1/21551.gif,3640,knee touch crunch,abs
upper legs,barbell,https://gymvisual.com/img/p/6/6/8/1/6681.gif,1420,kneeling jump squat,glutes
back,body weight,https://gymvisual.com/img/p/2/1/7/6/4/21764.gif,1346,kneeling lat stretch,lats
waist,body weight,https://gymvisual.com/img/p/1/3/0/0/1/13001.gif,3239,kneeling plank tap shoulder (male),abs
chest,body weight,https://gymvisual.com/img/p/1/2/9/3/5/12935.gif,3211,kneeling push-up (male),pectorals
chest,body weight,https://gymvisual.com/img/p/1/3/1/3/7/13137.gif,3288,korean dips,pectorals
back,body weight,https://gymvisual.com/img/p/1/3/7/7/1/13771.gif,3418,l-pull-up,lats
waist,body weight,https://gymvisual.com/img/p/1/3/7/7/2/13772.gif,3419,l-sit on floor,abs
waist,barbell,https://gymvisual.com/img/p/1/8/3/1/3/18313.gif,562,landmine 180,abs
shoulders,barbell,https://gymvisual.com/img/p/1/2/9/9/4/12994.gif,3237,landmine lateral raise,delts
waist,body weight,https://gymvisual.com/img/p/1/3/1/4/9/13149.gif,3300,lean planche,abs
shoulders,body weight,https://gymvisual.com/img/p/9/0/0/3/9003.gif,2271,left hook. boxing,delts
waist,body weight,https://gymvisual.com/img/p/5/3/0/7/5307.gif,570,leg pull in flat bench,abs
upper legs,body weight,https://gymvisual.com/img/p/9/2/4/8/9248.gif,1576,leg up hamstring stretch,hamstrings
upper legs,leverage machine,https://gymvisual.com/img/p/9/4/2/4/9424.gif,2287,lever alternate leg press ,quads
back,leverage machine,https://gymvisual.com/img/p/1/4/9/3/9/14939.gif,571,lever alternating narrow grip seated row ,upper back
back,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/0572.gif,572,lever assisted chin-up,lats
back,leverage machine,https://gymvisual.com/img/p/2/8/3/2/3/28323.gif,573,lever back extension,spine
back,barbell,https://gymvisual.com/img/p/2/8/9/8/9/28989.gif,574,lever bent over row ,upper back
back,leverage machine,https://gymvisual.com/img/p/1/3/1/0/0/13100.gif,3200,lever bent-over row with v-bar ,upper back
upper arms,leverage machine,https://gymvisual.com/img/p/1/4/9/4/1/14941.gif,575,lever bicep curl,biceps
lower legs,leverage machine,https://gymvisual.com/img/p/9/4/2/6/9426.gif,2289,lever calf press ,calves
chest,leverage machine,https://gymvisual.com/img/p/1/1/6/3/6/11636.gif,577,lever chest press,pectorals
chest,leverage machine,https://gymvisual.com/img/p/1/1/6/3/6/11636.gif,576,lever chest press ,pectorals
chest,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/1455.gif,1455,lever chest press v. 2,pectorals
upper legs,leverage machine,https://gymvisual.com/img/p/1/4/9/4/2/14942.gif,578,lever deadlift ,glutes
chest,leverage machine,https://gymvisual.com/img/p/1/1/6/3/4/11634.gif,1300,lever decline chest press,pectorals
lower legs,leverage machine,https://gymvisual.com/img/p/5/9/4/2/5942.gif,1253,lever donkey calf raise,calves
back,leverage machine,https://gymvisual.com/img/p/5/3/1/6/5316.gif,579,lever front pulldown,lats
back,leverage machine,https://gymvisual.com/img/p/6/3/4/3/6343.gif,580,lever gripless shrug,traps
back,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/1439.gif,1439,lever gripless shrug v. 2,traps
lower arms,leverage machine,https://gymvisual.com/img/p/9/4/2/5/9425.gif,2288,lever gripper hands ,forearms
upper arms,leverage machine,https://gymvisual.com/img/p/7/2/2/9/7229.gif,1615,lever hammer grip preacher curl,biceps
back,leverage machine,https://gymvisual.com/img/p/1/4/9/4/3/14943.gif,581,lever high row ,upper back
upper legs,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/2286.gif,2286,lever hip extension v. 2,glutes
upper legs,leverage machine,https://gymvisual.com/img/p/1/4/5/9/2/14592.gif,2611,lever horizontal one leg press,glutes
chest,leverage machine,https://gymvisual.com/img/p/2/4/9/4/8/24948.gif,1299,lever incline chest press,pectorals
chest,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/1479.gif,1479,lever incline chest press v. 2,pectorals
upper legs,leverage machine,https://gymvisual.com/img/p/1/8/3/1/7/18317.gif,582,lever kneeling leg curl ,hamstrings
waist,leverage machine,https://gymvisual.com/img/p/5/3/2/0/5320.gif,583,lever kneeling twist,abs
shoulders,leverage machine,https://gymvisual.com/img/p/1/8/3/3/7/18337.gif,584,lever lateral raise,delts
upper legs,leverage machine,https://gymvisual.com/img/p/3/2/4/5/4/32454.gif,585,lever leg extension,quads
upper legs,leverage machine,https://gymvisual.com/img/p/8/9/1/5/8915.gif,586,lever lying leg curl,hamstrings
upper legs,leverage machine,https://gymvisual.com/img/p/1/3/0/9/5/13095.gif,3195,lever lying two-one leg curl,hamstrings
shoulders,leverage machine,https://gymvisual.com/img/p/1/4/9/4/4/14944.gif,587,lever military press ,delts
back,leverage machine,https://gymvisual.com/img/p/1/4/9/4/5/14945.gif,588,lever narrow grip seated row ,upper back
back,barbell,https://gymvisual.com/img/p/5/3/2/6/5326.gif,589,lever one arm bent over row ,upper back
back,leverage machine,https://gymvisual.com/img/p/6/6/2/0/6620.gif,1356,lever one arm lateral high row,upper back
back,leverage machine,https://gymvisual.com/img/p/6/6/1/1/6611.gif,1347,lever one arm lateral wide pulldown ,lats
shoulders,leverage machine,https://gymvisual.com/img/p/5/3/2/7/5327.gif,590,lever one arm shoulder press ,delts
upper arms,leverage machine,https://gymvisual.com/img/p/5/3/2/8/5328.gif,591,lever overhand triceps dip,triceps
upper arms,leverage machine,https://gymvisual.com/img/p/2/1/9/2/7/21927.gif,592,lever preacher curl,biceps
upper arms,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/1614.gif,1614,lever preacher curl v. 2,biceps
back,leverage machine,https://gymvisual.com/img/p/9/4/2/2/9422.gif,2285,lever pullover ,lats
back,leverage machine,https://gymvisual.com/img/p/1/0/9/0/0/10900.gif,2736,lever reverse grip lateral pulldown ,lats
upper arms,leverage machine,https://gymvisual.com/img/p/7/2/3/0/7230.gif,1616,lever reverse grip preacher curl,biceps
back,leverage machine,https://gymvisual.com/img/p/1/1/7/2/0/11720.gif,1348,lever reverse grip vertical row,upper back
upper legs,leverage machine,https://gymvisual.com/img/p/1/6/7/9/8/16798.gif,593,lever reverse hyperextension ,glutes
back,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/1349.gif,1349,lever reverse t-bar row,upper back
lower legs,leverage machine,https://gymvisual.com/img/p/1/4/9/4/8/14948.gif,2315,lever rotary calf,calves
lower legs,leverage machine,https://gymvisual.com/img/p/3/2/3/7/2/32372.gif,2335,lever seated calf press,calves
lower legs,leverage machine,https://gymvisual.com/img/p/1/4/9/4/9/14949.gif,594,lever seated calf raise ,calves
waist,leverage machine,https://gymvisual.com/img/p/1/6/9/5/6/16956.gif,1452,lever seated crunch,abs
waist,leverage machine,https://gymvisual.com/img/p/1/6/9/5/6/16956.gif,595,lever seated crunch (chest pad),abs
waist,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/3760.gif,3760,lever seated crunch v. 2,abs
upper arms,leverage machine,https://gymvisual.com/img/p/8/9/4/2/8942.gif,1451,lever seated dip,triceps
chest,leverage machine,https://gymvisual.com/img/p/8/9/4/7/8947.gif,596,lever seated fly,pectorals
upper legs,leverage machine,https://gymvisual.com/img/p/1/6/6/7/9/16679.gif,3759,lever seated good morning,glutes
upper legs,leverage machine,https://gymvisual.com/img/p/1/8/3/1/9/18319.gif,597,lever seated hip abduction,abductors
upper legs,leverage machine,https://gymvisual.com/img/p/1/8/3/2/0/18320.gif,598,lever seated hip adduction,adductors
upper legs,leverage machine,https://gymvisual.com/img/p/1/0/4/8/4/10484.gif,599,lever seated leg curl,hamstrings
waist,leverage machine,https://gymvisual.com/img/p/1/6/9/0/9/16909.gif,600,lever seated leg raise crunch ,abs
shoulders,leverage machine,https://gymvisual.com/img/p/1/2/6/1/6/12616.gif,602,lever seated reverse fly,delts
shoulders,leverage machine,https://gymvisual.com/img/p/5/3/3/8/5338.gif,601,lever seated reverse fly (parallel grip),delts
back,leverage machine,https://gymvisual.com/img/p/1/2/5/7/8/12578.gif,1350,lever seated row,upper back
shoulders,leverage machine,https://gymvisual.com/img/p/1/4/8/2/6/14826.gif,1454,lever seated shoulder press,delts
lower legs,leverage machine,https://gymvisual.com/img/p/6/6/4/8/6648.gif,1385,lever seated squat calf raise on leg press machine,calves
waist,leverage machine,https://gymvisual.com/img/p/1/1/6/2/5/11625.gif,1453,lever seated twist,abs
shoulders,leverage machine,https://gymvisual.com/img/p/9/8/3/2/9832.gif,603,lever shoulder press ,delts
shoulders,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/0869.gif,869,lever shoulder press  v. 2,delts
shoulders,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/2318.gif,2318,lever shoulder press  v. 3,delts
back,leverage machine,https://gymvisual.com/img/p/1/4/9/5/0/14950.gif,604,lever shrug ,traps
lower legs,leverage machine,https://gymvisual.com/img/p/8/9/0/3/8903.gif,605,lever standing calf raise,calves
chest,leverage machine,https://gymvisual.com/img/p/1/6/6/7/8/16678.gif,3758,lever standing chest press,pectorals
back,leverage machine,https://gymvisual.com/img/p/1/4/8/2/8/14828.gif,606,lever t bar row ,upper back
back,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/1351.gif,1351,lever t-bar reverse grip row,upper back
upper arms,leverage machine,https://gymvisual.com/img/p/2/9/3/2/8/29328.gif,607,lever triceps extension,triceps
back,leverage machine,https://gymvisual.com/img/p/6/5/8/0/6580.gif,1313,lever unilateral row,upper back
back,rope,https://gymvisual.com/img/p/5/3/4/6/5346.gif,609,london bridge,upper back
upper legs,body weight,https://gymvisual.com/img/p/1/2/4/4/4/12444.gif,3013,low glute bridge on floor,glutes
back,body weight,https://gymvisual.com/img/p/6/6/1/6/6616.gif,1352,lower back curl,spine
